period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-09-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2497,megawatthours
2025-09-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2492,megawatthours
2025-09-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,264429,megawatthours
2025-09-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,264321,megawatthours
2025-09-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,264126,megawatthours
2025-09-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,264419,megawatthours
2025-09-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,264429,megawatthours
2025-09-07,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,357985,megawatthours
2025-09-07,SCE,Southern California Edison,CISO,California Independent System Operator,Central,357627,megawatthours
2025-09-07,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,357264,megawatthours
2025-09-07,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,357896,megawatthours
2025-09-07,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,357985,megawatthours
2025-09-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,64776,megawatthours
2025-09-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,64411,megawatthours
2025-09-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,64308,megawatthours
2025-09-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,64599,megawatthours
2025-09-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,64776,megawatthours
2025-09-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2542,megawatthours
2025-09-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2536,megawatthours
2025-09-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2530,megawatthours
2025-09-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2540,megawatthours
2025-09-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2542,megawatthours
2025-09-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,277035,megawatthours
2025-09-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,278466,megawatthours
2025-09-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,279287,megawatthours
2025-09-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,277731,megawatthours
2025-09-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,277035,megawatthours
2025-09-06,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,357728,megawatthours
2025-09-06,SCE,Southern California Edison,CISO,California Independent System Operator,Central,358651,megawatthours
2025-09-06,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,359143,megawatthours
2025-09-06,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,358137,megawatthours
2025-09-06,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,357728,megawatthours
2025-09-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,61719,megawatthours
2025-09-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,61677,megawatthours
2025-09-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,61573,megawatthours
2025-09-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,61708,megawatthours
2025-09-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,61719,megawatthours
2025-09-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2584,megawatthours
2025-09-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2603,megawatthours
2025-09-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2612,megawatthours
2025-09-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2594,megawatthours
2025-09-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2584,megawatthours
2025-09-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,299153,megawatthours
2025-09-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,300262,megawatthours
2025-09-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,301038,megawatthours
2025-09-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,299631,megawatthours
2025-09-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,299153,megawatthours
2025-09-05,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,385262,megawatthours
2025-09-05,SCE,Southern California Edison,CISO,California Independent System Operator,Central,387554,megawatthours
2025-09-05,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,389109,megawatthours
2025-09-05,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,386263,megawatthours
2025-09-05,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,385262,megawatthours
2025-09-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,65755,megawatthours
2025-09-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,66246,megawatthours
2025-09-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,66487,megawatthours
2025-09-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,65953,megawatthours
2025-09-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,65755,megawatthours
2025-09-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2718,megawatthours
2025-09-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2720,megawatthours
2025-09-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2724,megawatthours
2025-09-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2716,megawatthours
2025-09-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2718,megawatthours
2025-09-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,313987,megawatthours
2025-09-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,315519,megawatthours
2025-09-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,316529,megawatthours
2025-09-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,314669,megawatthours
2025-09-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,313987,megawatthours
2025-09-04,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,413078,megawatthours
2025-09-04,SCE,Southern California Edison,CISO,California Independent System Operator,Central,414904,megawatthours
2025-09-04,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,415818,megawatthours
2025-09-04,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,413990,megawatthours
2025-09-04,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,413078,megawatthours
2025-09-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,72781,megawatthours
2025-09-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,73279,megawatthours
2025-09-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,73544,megawatthours
2025-09-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,72932,megawatthours
2025-09-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,72781,megawatthours
2025-09-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2813,megawatthours
2025-09-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2813,megawatthours
2025-09-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2813,megawatthours
2025-09-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2815,megawatthours
2025-09-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2813,megawatthours
2025-09-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,324867,megawatthours
2025-09-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,324990,megawatthours
2025-09-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,325115,megawatthours
2025-09-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,324923,megawatthours
2025-09-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,324867,megawatthours
2025-09-03,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,426427,megawatthours
2025-09-03,SCE,Southern California Edison,CISO,California Independent System Operator,Central,426576,megawatthours
2025-09-03,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,426496,megawatthours
2025-09-03,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,426405,megawatthours
2025-09-03,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,426427,megawatthours
2025-09-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,76425,megawatthours
2025-09-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,76422,megawatthours
2025-09-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,76460,megawatthours
2025-09-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,76550,megawatthours
2025-09-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,76425,megawatthours
2025-09-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2660,megawatthours
2025-09-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2640,megawatthours
2025-09-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2625,megawatthours
2025-09-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2651,megawatthours
2025-09-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2660,megawatthours
2025-09-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,341017,megawatthours
2025-09-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,342648,megawatthours
2025-09-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,343710,megawatthours
2025-09-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,341712,megawatthours
2025-09-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,341017,megawatthours
2025-09-02,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,408048,megawatthours
2025-09-02,SCE,Southern California Edison,CISO,California Independent System Operator,Central,405576,megawatthours
2025-09-02,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,404231,megawatthours
2025-09-02,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,406909,megawatthours
2025-09-02,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,408048,megawatthours
2025-09-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,75350,megawatthours
2025-09-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,74915,megawatthours
2025-09-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,74663,megawatthours
2025-09-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,75106,megawatthours
2025-09-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,75350,megawatthours
2025-09-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2165,megawatthours
2025-09-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2191,megawatthours
2025-09-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2212,megawatthours
2025-09-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2176,megawatthours
2025-09-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2165,megawatthours
2025-09-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,327555,megawatthours
2025-09-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,325547,megawatthours
2025-09-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,324063,megawatthours
2025-09-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,326775,megawatthours
2025-09-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,327555,megawatthours
2025-09-01,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,379767,megawatthours
2025-09-01,SCE,Southern California Edison,CISO,California Independent System Operator,Central,378707,megawatthours
2025-09-01,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,378235,megawatthours
2025-09-01,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,379391,megawatthours
2025-09-01,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,379767,megawatthours
2025-09-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,67276,megawatthours
2025-09-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,67186,megawatthours
2025-09-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,67049,megawatthours
2025-09-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,67310,megawatthours
2025-09-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,67276,megawatthours
2025-09-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2800,megawatthours
2025-09-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2791,megawatthours
2025-09-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2786,megawatthours
2025-09-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2796,megawatthours
2025-09-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2800,megawatthours
2025-08-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,310250,megawatthours
2025-08-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,310057,megawatthours
2025-08-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,309996,megawatthours
2025-08-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,310119,megawatthours
2025-08-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,310250,megawatthours
2025-08-31,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,371385,megawatthours
2025-08-31,SCE,Southern California Edison,CISO,California Independent System Operator,Central,371160,megawatthours
2025-08-31,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,370900,megawatthours
2025-08-31,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,371286,megawatthours
2025-08-31,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,371385,megawatthours
2025-08-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,63365,megawatthours
2025-08-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,63294,megawatthours
2025-08-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,63296,megawatthours
2025-08-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,63294,megawatthours
2025-08-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,63365,megawatthours
2025-08-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2718,megawatthours
2025-08-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2712,megawatthours
2025-08-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2706,megawatthours
2025-08-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2715,megawatthours
2025-08-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2718,megawatthours
2025-08-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,308682,megawatthours
2025-08-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,307535,megawatthours
2025-08-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,306665,megawatthours
2025-08-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,308207,megawatthours
2025-08-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,308682,megawatthours
2025-08-30,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,367169,megawatthours
2025-08-30,SCE,Southern California Edison,CISO,California Independent System Operator,Central,367306,megawatthours
2025-08-30,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,367407,megawatthours
2025-08-30,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,367205,megawatthours
2025-08-30,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,367169,megawatthours
2025-08-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,64337,megawatthours
2025-08-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,64420,megawatthours
2025-08-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,64501,megawatthours
2025-08-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,64355,megawatthours
2025-08-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,64337,megawatthours
2025-08-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2619,megawatthours
2025-08-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2609,megawatthours
2025-08-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2602,megawatthours
2025-08-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2615,megawatthours
2025-08-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2619,megawatthours
2025-08-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,309974,megawatthours
2025-08-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,310300,megawatthours
2025-08-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,310656,megawatthours
2025-08-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,310024,megawatthours
2025-08-29,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,309974,megawatthours
2025-08-29,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,381781,megawatthours
2025-08-29,SCE,Southern California Edison,CISO,California Independent System Operator,Central,380759,megawatthours
2025-08-29,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,379797,megawatthours
2025-08-29,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,381249,megawatthours
2025-08-29,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,381781,megawatthours
2025-08-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,70120,megawatthours
2025-08-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,69846,megawatthours
2025-08-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,69695,megawatthours
2025-08-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,69979,megawatthours
2025-08-29,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,70120,megawatthours
2025-08-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2526,megawatthours
2025-08-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2524,megawatthours
2025-08-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2522,megawatthours
2025-08-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2525,megawatthours
2025-08-29,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2526,megawatthours
2025-08-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,312696,megawatthours
2025-08-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,313129,megawatthours
2025-08-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,313270,megawatthours
2025-08-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,312973,megawatthours
2025-08-28,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,312696,megawatthours
2025-08-28,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,363800,megawatthours
2025-08-28,SCE,Southern California Edison,CISO,California Independent System Operator,Central,365135,megawatthours
2025-08-28,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,366124,megawatthours
2025-08-28,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,364437,megawatthours
2025-08-28,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,363800,megawatthours
2025-08-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,71160,megawatthours
2025-08-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,71364,megawatthours
2025-08-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,71652,megawatthours
2025-08-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,71292,megawatthours
2025-08-28,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,71160,megawatthours
2025-08-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2489,megawatthours
2025-08-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2494,megawatthours
2025-08-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2500,megawatthours
2025-08-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2491,megawatthours
2025-08-28,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2489,megawatthours
2025-08-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,320849,megawatthours
2025-08-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,321362,megawatthours
2025-08-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,321691,megawatthours
2025-08-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,320998,megawatthours
2025-08-27,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,320849,megawatthours
2025-08-27,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,386514,megawatthours
2025-08-27,SCE,Southern California Edison,CISO,California Independent System Operator,Central,386755,megawatthours
2025-08-27,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,386922,megawatthours
2025-08-27,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,386556,megawatthours
2025-08-27,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,386514,megawatthours
2025-08-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,69349,megawatthours
2025-08-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,69193,megawatthours
2025-08-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,68933,megawatthours
2025-08-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,69271,megawatthours
2025-08-27,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,69349,megawatthours
2025-08-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2636,megawatthours
2025-08-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2637,megawatthours
2025-08-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2636,megawatthours
2025-08-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2637,megawatthours
2025-08-27,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2636,megawatthours
2025-08-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,323715,megawatthours
2025-08-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,324450,megawatthours
2025-08-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,325051,megawatthours
2025-08-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,324018,megawatthours
2025-08-26,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,323715,megawatthours
2025-08-26,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,386673,megawatthours
2025-08-26,SCE,Southern California Edison,CISO,California Independent System Operator,Central,387880,megawatthours
2025-08-26,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,388613,megawatthours
2025-08-26,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,387206,megawatthours
2025-08-26,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,386673,megawatthours
2025-08-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,67141,megawatthours
2025-08-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,67046,megawatthours
2025-08-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,67082,megawatthours
2025-08-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,67067,megawatthours
2025-08-26,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,67141,megawatthours
2025-08-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2673,megawatthours
2025-08-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2690,megawatthours
2025-08-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2696,megawatthours
2025-08-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2682,megawatthours
2025-08-26,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2673,megawatthours
2025-08-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,326305,megawatthours
2025-08-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,324706,megawatthours
2025-08-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,323743,megawatthours
2025-08-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,325630,megawatthours
2025-08-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,326305,megawatthours
2025-08-25,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,404220,megawatthours
2025-08-25,SCE,Southern California Edison,CISO,California Independent System Operator,Central,403791,megawatthours
2025-08-25,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,403693,megawatthours
2025-08-25,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,404127,megawatthours
2025-08-25,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,404220,megawatthours
2025-08-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,67856,megawatthours
2025-08-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,68014,megawatthours
2025-08-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,68016,megawatthours
2025-08-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,67943,megawatthours
2025-08-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,67856,megawatthours
2025-08-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2739,megawatthours
2025-08-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2753,megawatthours
2025-08-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2762,megawatthours
2025-08-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2746,megawatthours
2025-08-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2739,megawatthours
2025-08-24,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,298362,megawatthours
2025-08-24,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,298388,megawatthours
2025-08-24,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,298207,megawatthours
2025-08-24,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,298382,megawatthours
2025-08-24,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,298362,megawatthours
2025-08-24,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,387543,megawatthours
