period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-04-24,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,251601,megawatthours
2025-04-24,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,268543,megawatthours
2025-04-24,SCE,Southern California Edison,CISO,California Independent System Operator,Central,268907,megawatthours
2025-04-24,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,269508,megawatthours
2025-04-24,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,268560,megawatthours
2025-04-24,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,268543,megawatthours
2025-04-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,42141,megawatthours
2025-04-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,42182,megawatthours
2025-04-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,42198,megawatthours
2025-04-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,42156,megawatthours
2025-04-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,42141,megawatthours
2025-04-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1940,megawatthours
2025-04-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1942,megawatthours
2025-04-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1945,megawatthours
2025-04-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1941,megawatthours
2025-04-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1940,megawatthours
2025-04-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,240124,megawatthours
2025-04-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,240523,megawatthours
2025-04-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,240759,megawatthours
2025-04-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,240305,megawatthours
2025-04-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,240124,megawatthours
2025-04-23,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,278340,megawatthours
2025-04-23,SCE,Southern California Edison,CISO,California Independent System Operator,Central,278588,megawatthours
2025-04-23,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,278821,megawatthours
2025-04-23,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,278366,megawatthours
2025-04-23,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,278340,megawatthours
2025-04-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,45315,megawatthours
2025-04-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,45220,megawatthours
2025-04-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,45173,megawatthours
2025-04-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,45288,megawatthours
2025-04-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,45315,megawatthours
2025-04-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2009,megawatthours
2025-04-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2010,megawatthours
2025-04-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2010,megawatthours
2025-04-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2009,megawatthours
2025-04-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2009,megawatthours
2025-04-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,243844,megawatthours
2025-04-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,243882,megawatthours
2025-04-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,244021,megawatthours
2025-04-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,243802,megawatthours
2025-04-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,243844,megawatthours
2025-04-22,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,264336,megawatthours
2025-04-22,SCE,Southern California Edison,CISO,California Independent System Operator,Central,264523,megawatthours
2025-04-22,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,264360,megawatthours
2025-04-22,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,264553,megawatthours
2025-04-22,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,264336,megawatthours
2025-04-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,41832,megawatthours
2025-04-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,41927,megawatthours
2025-04-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,42017,megawatthours
2025-04-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,41863,megawatthours
2025-04-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,41832,megawatthours
2025-04-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1975,megawatthours
2025-04-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1974,megawatthours
2025-04-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1974,megawatthours
2025-04-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1975,megawatthours
2025-04-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1975,megawatthours
2025-04-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,237782,megawatthours
2025-04-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,235369,megawatthours
2025-04-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,233780,megawatthours
2025-04-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,236705,megawatthours
2025-04-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,237782,megawatthours
2025-04-21,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,266159,megawatthours
2025-04-21,SCE,Southern California Edison,CISO,California Independent System Operator,Central,263780,megawatthours
2025-04-21,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,262262,megawatthours
2025-04-21,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,265019,megawatthours
2025-04-21,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,266159,megawatthours
2025-04-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,42099,megawatthours
2025-04-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,41874,megawatthours
2025-04-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,41702,megawatthours
2025-04-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,41999,megawatthours
2025-04-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,42099,megawatthours
2025-04-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2022,megawatthours
2025-04-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2012,megawatthours
2025-04-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2005,megawatthours
2025-04-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2017,megawatthours
2025-04-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2022,megawatthours
2025-04-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,208757,megawatthours
2025-04-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,208951,megawatthours
2025-04-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,209034,megawatthours
2025-04-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,208911,megawatthours
2025-04-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,208757,megawatthours
2025-04-20,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,232073,megawatthours
2025-04-20,SCE,Southern California Edison,CISO,California Independent System Operator,Central,231502,megawatthours
2025-04-20,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,231506,megawatthours
2025-04-20,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,231825,megawatthours
2025-04-20,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,232073,megawatthours
2025-04-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,39184,megawatthours
2025-04-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,39273,megawatthours
2025-04-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,39293,megawatthours
2025-04-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,39233,megawatthours
2025-04-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,39184,megawatthours
2025-04-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1912,megawatthours
2025-04-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1914,megawatthours
2025-04-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1913,megawatthours
2025-04-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1914,megawatthours
2025-04-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1912,megawatthours
2025-04-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,219097,megawatthours
2025-04-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,219927,megawatthours
2025-04-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,220292,megawatthours
2025-04-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,219519,megawatthours
2025-04-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,219097,megawatthours
2025-04-19,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,242496,megawatthours
2025-04-19,SCE,Southern California Edison,CISO,California Independent System Operator,Central,244652,megawatthours
2025-04-19,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,245658,megawatthours
2025-04-19,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,243338,megawatthours
2025-04-19,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,242496,megawatthours
2025-04-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,40251,megawatthours
2025-04-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,40400,megawatthours
2025-04-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,40483,megawatthours
2025-04-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,40327,megawatthours
2025-04-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,40251,megawatthours
2025-04-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1937,megawatthours
2025-04-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1944,megawatthours
2025-04-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1947,megawatthours
2025-04-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1941,megawatthours
2025-04-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1937,megawatthours
2025-04-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,240308,megawatthours
2025-04-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,240683,megawatthours
2025-04-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,240973,megawatthours
2025-04-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,240423,megawatthours
2025-04-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,240308,megawatthours
2025-04-18,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,270222,megawatthours
2025-04-18,SCE,Southern California Edison,CISO,California Independent System Operator,Central,270249,megawatthours
2025-04-18,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,269932,megawatthours
2025-04-18,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,270530,megawatthours
2025-04-18,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,270222,megawatthours
2025-04-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,49374,megawatthours
2025-04-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,49426,megawatthours
2025-04-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,49480,megawatthours
2025-04-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,49380,megawatthours
2025-04-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,49374,megawatthours
2025-04-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1824,megawatthours
2025-04-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1821,megawatthours
2025-04-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1822,megawatthours
2025-04-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1821,megawatthours
2025-04-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1824,megawatthours
2025-04-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,253430,megawatthours
2025-04-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,253688,megawatthours
2025-04-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,253948,megawatthours
2025-04-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,253547,megawatthours
2025-04-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,253430,megawatthours
2025-04-17,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,279113,megawatthours
2025-04-17,SCE,Southern California Edison,CISO,California Independent System Operator,Central,279649,megawatthours
2025-04-17,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,280169,megawatthours
2025-04-17,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,279306,megawatthours
2025-04-17,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,279113,megawatthours
2025-04-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,47174,megawatthours
2025-04-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,47140,megawatthours
2025-04-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,47146,megawatthours
2025-04-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,47158,megawatthours
2025-04-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,47174,megawatthours
2025-04-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1972,megawatthours
2025-04-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1977,megawatthours
2025-04-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1982,megawatthours
2025-04-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1974,megawatthours
2025-04-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1972,megawatthours
2025-04-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,246429,megawatthours
2025-04-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,245987,megawatthours
2025-04-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,245809,megawatthours
2025-04-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,246212,megawatthours
2025-04-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,246429,megawatthours
2025-04-16,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,280138,megawatthours
2025-04-16,SCE,Southern California Edison,CISO,California Independent System Operator,Central,280319,megawatthours
2025-04-16,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,280642,megawatthours
2025-04-16,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,280034,megawatthours
2025-04-16,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,280138,megawatthours
2025-04-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,48502,megawatthours
2025-04-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,48642,megawatthours
2025-04-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,48618,megawatthours
2025-04-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,48475,megawatthours
2025-04-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,48502,megawatthours
2025-04-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2069,megawatthours
2025-04-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2071,megawatthours
2025-04-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2072,megawatthours
2025-04-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2070,megawatthours
2025-04-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2069,megawatthours
2025-04-15,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,247201,megawatthours
2025-04-15,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,247869,megawatthours
2025-04-15,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,248443,megawatthours
2025-04-15,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,247439,megawatthours
2025-04-15,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,247201,megawatthours
2025-04-15,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,278122,megawatthours
2025-04-15,SCE,Southern California Edison,CISO,California Independent System Operator,Central,277466,megawatthours
2025-04-15,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,277013,megawatthours
2025-04-15,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,278027,megawatthours
2025-04-15,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,278122,megawatthours
2025-04-15,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,48736,megawatthours
2025-04-15,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,48503,megawatthours
2025-04-15,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,48529,megawatthours
2025-04-15,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,48706,megawatthours
2025-04-15,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,48736,megawatthours
2025-04-15,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2064,megawatthours
2025-04-15,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2065,megawatthours
2025-04-15,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2064,megawatthours
2025-04-15,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2065,megawatthours
2025-04-15,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2064,megawatthours
2025-04-14,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,239932,megawatthours
2025-04-14,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,238538,megawatthours
2025-04-14,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,237615,megawatthours
2025-04-14,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,239296,megawatthours
2025-04-14,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,239932,megawatthours
2025-04-14,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,271718,megawatthours
2025-04-14,SCE,Southern California Edison,CISO,California Independent System Operator,Central,271036,megawatthours
2025-04-14,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,271117,megawatthours
2025-04-14,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,271213,megawatthours
2025-04-14,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,271718,megawatthours
2025-04-14,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,45586,megawatthours
2025-04-14,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,45446,megawatthours
2025-04-14,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,45317,megawatthours
2025-04-14,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,45528,megawatthours
2025-04-14,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,45586,megawatthours
2025-04-14,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1962,megawatthours
2025-04-14,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1955,megawatthours
2025-04-14,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1953,megawatthours
2025-04-14,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1958,megawatthours
2025-04-14,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1962,megawatthours
2025-04-13,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,211326,megawatthours
2025-04-13,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,210947,megawatthours
2025-04-13,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,210578,megawatthours
2025-04-13,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,211234,megawatthours
2025-04-13,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,211326,megawatthours
2025-04-13,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,250212,megawatthours
2025-04-13,SCE,Southern California Edison,CISO,California Independent System Operator,Central,250841,megawatthours
2025-04-13,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,250792,megawatthours
2025-04-13,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,250622,megawatthours
2025-04-13,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,250212,megawatthours
2025-04-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,41268,megawatthours
2025-04-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,41319,megawatthours
2025-04-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,41317,megawatthours
2025-04-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,41313,megawatthours
2025-04-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,41268,megawatthours
2025-04-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1986,megawatthours
2025-04-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1989,megawatthours
2025-04-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1989,megawatthours
2025-04-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1988,megawatthours
2025-04-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1986,megawatthours
2025-04-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,218613,megawatthours
2025-04-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,219988,megawatthours
2025-04-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,220780,megawatthours
2025-04-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,219263,megawatthours
2025-04-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,218613,megawatthours
2025-04-12,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,264895,megawatthours
2025-04-12,SCE,Southern California Edison,CISO,California Independent System Operator,Central,267393,megawatthours
2025-04-12,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,268721,megawatthours
2025-04-12,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,266131,megawatthours
2025-04-12,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,264895,megawatthours
2025-04-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,41889,megawatthours
2025-04-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,42122,megawatthours
2025-04-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,42293,megawatthours
2025-04-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,41978,megawatthours
2025-04-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,41889,megawatthours
2025-04-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2007,megawatthours
2025-04-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2011,megawatthours
2025-04-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2015,megawatthours
2025-04-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2009,megawatthours
2025-04-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2007,megawatthours
2025-04-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,247963,megawatthours
2025-04-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,248316,megawatthours
2025-04-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,248571,megawatthours
2025-04-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,248076,megawatthours
2025-04-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,247963,megawatthours
2025-04-11,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,290608,megawatthours
2025-04-11,SCE,Southern California Edison,CISO,California Independent System Operator,Central,289994,megawatthours
2025-04-11,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,289993,megawatthours
2025-04-11,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,290045,megawatthours
2025-04-11,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,290608,megawatthours
2025-04-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,43811,megawatthours
2025-04-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,43909,megawatthours
2025-04-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,43936,megawatthours
2025-04-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,43871,megawatthours
2025-04-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,43811,megawatthours
2025-04-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2050,megawatthours
2025-04-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2052,megawatthours
2025-04-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2053,megawatthours
2025-04-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2051,megawatthours
2025-04-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2050,megawatthours
2025-04-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,246493,megawatthours
2025-04-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,246577,megawatthours
2025-04-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,246799,megawatthours
2025-04-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,246457,megawatthours
2025-04-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,246493,megawatthours
2025-04-10,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,275163,megawatthours
2025-04-10,SCE,Southern California Edison,CISO,California Independent System Operator,Central,274953,megawatthours
2025-04-10,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,274455,megawatthours
2025-04-10,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,275225,megawatthours
2025-04-10,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,275163,megawatthours
2025-04-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,42819,megawatthours
2025-04-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,42680,megawatthours
2025-04-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,42644,megawatthours
